Data,IDENT,SLAT,SLONG,AGE,IntM,Nint,F,DF,VDM,P,Ndir,INC,DEC,k,a95,AUTHORS,YEAR,JOURNAL,VOL,PAGES,NOTE,MagIC,Ref
1531,RE15,-21,55.5,0.08,T+,3,52.5,2.6,11.7,N,4,-35.7,-21,157,7.4,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1532,RE17,-21,55.5,0.08,T+,2,50,3.7,10.7,N,4,-40.2,-20.8,9,32.3,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1533,RE18,-21,55.5,0.08,T+,3,44.5,8.8,9.7,N,2,-46.5,-5.5,&nbsp;,&nbsp;,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
2738,SOH-4Flow193,19.28,-155,0.08,T+,4,19.6,3.5,4.4,N,5,24.6,&nbsp;,&nbsp;,&nbsp;,"Laj,C.,Kissel,C.,Scao,V.,Beer,J.,Thomas,D.M.,Guillou,H.,Muscheler,R.",2002,Phys.EarthPlanet.Interiors,129,205-243,&nbsp;,,181
2739,SOH-4Flow194,19.28,-155,0.08,T+,2,19.9,0.9,4.5,N,4,21.5,&nbsp;,&nbsp;,&nbsp;,"Laj,C.,Kissel,C.,Scao,V.,Beer,J.,Thomas,D.M.,Guillou,H.,Muscheler,R.",2002,Phys.EarthPlanet.Interiors,129,205-243,&nbsp;,,181
2740,SOH-4Flow195,19.28,-155,0.08,T+,3,25.9,3.2,5.9,N,12,29.5,&nbsp;,&nbsp;,&nbsp;,"Laj,C.,Kissel,C.,Scao,V.,Beer,J.,Thomas,D.M.,Guillou,H.,Muscheler,R.",2002,Phys.EarthPlanet.Interiors,129,205-243,&nbsp;,,181
2741,SOH-4Flow196,19.28,-155,0.08,T+,6,24.5,1.2,5.6,N,6,44.3,&nbsp;,&nbsp;,&nbsp;,"Laj,C.,Kissel,C.,Scao,V.,Beer,J.,Thomas,D.M.,Guillou,H.,Muscheler,R.",2002,Phys.EarthPlanet.Interiors,129,205-243,&nbsp;,,181
2742,SOH-4Flow198,19.28,-155,0.08,T+,2,45.4,0.8,10.3,N,4,40.6,&nbsp;,&nbsp;,&nbsp;,"Laj,C.,Kissel,C.,Scao,V.,Beer,J.,Thomas,D.M.,Guillou,H.,Muscheler,R.",2002,Phys.EarthPlanet.Interiors,129,205-243,&nbsp;,,181
2483,GU04,16,-61.7,0.08,T+,4,25.4,3.4,6,N,8,17.7,6.1,&nbsp;,2.4,"Carlut,J,Quidelleur,X.",2000,Phys.EarthPlanet.Interiors,120,255-269,&nbsp;,,165
2491,GU26-29,16,-61.7,0.08,Tv,5,39.1,4.3,9.3,N,5,33.2,2.6,56,10.4,"Carlut,J,Quidelleur,X.",2000,Phys.EarthPlanet.Interiors,120,255-269,&nbsp;,,165
3071,OT33,35.93,137.447,0.08,T+,2,4.9,0.6,0.8,N,16,63,104.2,&nbsp;,3.2,"Tanaka,H.,Kobayashi,K.",2003,EarthPlanetsSpace,55,189-202,&nbsp;,,207
6257,GC29,19.7,-113.6,0.08,T+,3,12.6,1,&nbsp;,N,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Gee,J.S.,Cande,S.,Hildebrand,J.,DonnellyK.,Parker,R.",2000,Nature,408,827-832,&nbsp;,,503
8532,mc39,-78.39,164.21,0.08,T+,2,27.2,1.7,3.5,N,7,-85.9,264.3,178,4.2,"TauxeL.,GansP.,MankinenE.A.",2004,"Geochem.,Geophys.,Geosyst.",5,doi:10.1029/2003GC000656,&nbsp;,,639
9062,UZ44,32.737,130.288,0.08,LTD-DHT-S,5,39.6,4.6,6.8,N,11,59.1,0,139.6,5.3,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9080,UZ17,32.704,130.301,0.08,LTD-DHT-S,1,19.1,&nbsp;,3.1,T,9,63.5,59,1288.6,3.9,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9081,UZ18,32.705,130.301,0.08,LTD-DHT-S,5,16.9,1.6,4.2,N,8,17.2,5.4,170.1,4.8,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9023,DG,19.3845,-100.3357,0.08,MSPDp,8,48,3,10.8,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Michalk,DM.,Biggin,AJ.,Knudsen,MF.,Bohnel,HN.,Nowaczyk,NR.,Ownby,S.,Lopez-Martinez,M.",2010,PhysicsoftheEarthandPlanetaryInteriors,179,139-156,&nbsp;,,666
9024,DF,19.1094,-99.9316,0.08,MSPDp,8,48,3,11,N,9,31.8,12,67.6,6.3,"Michalk,DM.,Biggin,AJ.,Knudsen,MF.,Bohnel,HN.,Nowaczyk,NR.,Ownby,S.,Lopez-Martinez,M.",2010,PhysicsoftheEarthandPlanetaryInteriors,179,139-156,&nbsp;,,666
9164,flow18,19.67,-155,0.08,T+,1,30.2,&nbsp;,6.3,N,2,43,&nbsp;,&nbsp;,&nbsp;,"LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9165,flow19,19.67,-155,0.08,T+,2,39,&nbsp;,7.9,N,2,45.7,&nbsp;,&nbsp;,&nbsp;,"LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
253,RA06,-21,55.5,0.09,T+,4,47.9,6.9,8.1,N,3,-61,343.7,220,8.3,"Chauvin,A.,Gillot,P.Y.,Bonhommet,N.",1991,J.Geophys.Res.,96,1981-2006,&nbsp;,,26
254,RA07,-21,55.5,0.09,T+,3,45.3,3.2,8,N,6,-57.8,350.9,203,4.7,"Chauvin,A.,Gillot,P.Y.,Bonhommet,N.",1991,J.Geophys.Res.,96,1981-2006,&nbsp;,,26
255,RA09,-21,55.5,0.09,T+,4,44,5.1,7.7,N,5,-58.1,348.8,358,4,"Chauvin,A.,Gillot,P.Y.,Bonhommet,N.",1991,J.Geophys.Res.,96,1981-2006,&nbsp;,,26
256,RA10,-21,55.5,0.09,T+,2,36.1,7.1,7.2,N,4,-47.9,5.6,18,22.6,"Chauvin,A.,Gillot,P.Y.,Bonhommet,N.",1991,J.Geophys.Res.,96,1981-2006,&nbsp;,,26
257,RA11,-21,55.5,0.09,T+,2,29.4,0.8,5.5,N,6,-52.6,3.4,161,5.3,"Chauvin,A.,Gillot,P.Y.,Bonhommet,N.",1991,J.Geophys.Res.,96,1981-2006,&nbsp;,,26
258,RA13,-21,55.5,0.09,T+,2,30.6,1.1,6.3,N,5,-43.9,335.9,549,3.3,"Chauvin,A.,Gillot,P.Y.,Bonhommet,N.",1991,J.Geophys.Res.,96,1981-2006,&nbsp;,,26
1534,RE21,-21,55.5,0.09,T+,1,40.7,&nbsp;,8.2,N,3,-52.9,-16,97,12.6,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1535,RE23,-21,55.5,0.09,T+,3,50.3,9.1,10.3,N,5,-36.8,-10.8,79,8.6,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1536,RE26,-21,55.5,0.09,T+,1,29,&nbsp;,7.6,N,7,-15.8,0.5,52,8.5,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1537,RE27,-21,55.5,0.09,T+,2,33.2,5.5,7.8,N,5,-35,-9.6,254,4.8,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1538,RE28,-21,55.5,0.09,T+,1,26.2,&nbsp;,6,N,5,-36.9,-14.7,112,7.3,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1539,RE31,-21,55.5,0.09,T+,5,19.1,6.2,4.6,N,4,-34.1,-7.4,134,5.8,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1540,RE33,-21,55.5,0.09,T+,4,35.7,8,7.9,N,7,-37.2,-10.1,82,6.7,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
2590,Tianchilava5,42.05,128,0.09,T+,6,62.3,0.9,10.8,N,23,60.3,355.3,42,4.7,"Zhu,R.,Pan,Y.,Coe,R.S.",2000,J.Geophys.Res.,105,8305-8317,&nbsp;,,179
1936,33,19.75,-155.083,0.09,T+,2,15.3,3.2,3.7,N,2,22.5,&nbsp;,&nbsp;,&nbsp;,"Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
2743,SOH-4Flow199,19.28,-155,0.09,T+,4,39.6,12.1,9,N,5,21.1,&nbsp;,&nbsp;,&nbsp;,"Laj,C.,Kissel,C.,Scao,V.,Beer,J.,Thomas,D.M.,Guillou,H.,Muscheler,R.",2002,Phys.EarthPlanet.Interiors,129,205-243,&nbsp;,,181
2744,SOH-4Flow201,19.28,-155,0.09,T+,4,22.8,1.5,5.2,N,8,7.6,&nbsp;,&nbsp;,&nbsp;,"Laj,C.,Kissel,C.,Scao,V.,Beer,J.,Thomas,D.M.,Guillou,H.,Muscheler,R.",2002,Phys.EarthPlanet.Interiors,129,205-243,&nbsp;,,181
2745,SOH-4Flow202,19.28,-155,0.09,T+,3,34.3,8,7.8,N,3,43.1,&nbsp;,&nbsp;,&nbsp;,"Laj,C.,Kissel,C.,Scao,V.,Beer,J.,Thomas,D.M.,Guillou,H.,Muscheler,R.",2002,Phys.EarthPlanet.Interiors,129,205-243,&nbsp;,,181
2746,SOH-4Flow203,19.28,155,0.09,T+,1,15.4,&nbsp;,3.5,N,3,29.3,&nbsp;,&nbsp;,&nbsp;,"Laj,C.,Kissel,C.,Scao,V.,Beer,J.,Thomas,D.M.,Guillou,H.,Muscheler,R.",2002,Phys.EarthPlanet.Interiors,129,205-243,&nbsp;,,181
2824,Tammar305,21.7619,-45.2422,0.09,T+,1,23.9,&nbsp;,5.2,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Ravilly,M.,Horen,H.,Perrin,M.,Dyment,J.,Gente,P.,Guillou,H.",2001,Geophys.J.Int.,145,401-422,&nbsp;,,191
2825,Tammar308,21.762,-45.2445,0.09,T+,1,23,&nbsp;,5,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Ravilly,M.,Horen,H.,Perrin,M.,Dyment,J.,Gente,P.,Guillou,H.",2001,Geophys.J.Int.,145,401-422,&nbsp;,,191
2836,Tammar711,21.6543,-45.2512,0.09,T+,1,15,&nbsp;,3.3,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Ravilly,M.,Horen,H.,Perrin,M.,Dyment,J.,Gente,P.,Guillou,H.",2001,Geophys.J.Int.,145,401-422,&nbsp;,,191
3015,Aso4,33.28,131.3,0.09,T+,20,45.9,5.2,9.7,N,29,41.3,355,&nbsp;,2.9,"Takai,A.,Shibuya,H.,Yoshihara,A.,Hamano,Y.",2002,Phys.EarthPlanet.Interiors,133,159-179,&nbsp;,,203
6280,GC55,17.4,-113.2,0.09,T+,4,17.4,3.9,&nbsp;,N,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Gee,J.S.,Cande,S.,Hildebrand,J.,DonnellyK.,Parker,R.",2000,Nature,408,827-832,&nbsp;,,503
8924,ML1,30.55,-116,0.09,MSPDp,5,20.7,2.6,4.6,N,5,36.6,15.6,66.9,9.4,"Bohnel,HN.,Dekkers,MJ.,Delgado-Argote,LA.,Gratton,MN.",2009,Geophys.J.Int.,177,383-394,&nbsp;,,660
8925,ML2,30.54,-116,0.09,MSPDp,7,15,1.4,3.4,N,7,34.6,23.4,72.9,6.9,"Bohnel,HN.,Dekkers,MJ.,Delgado-Argote,LA.,Gratton,MN.",2009,Geophys.J.Int.,177,383-394,&nbsp;,,660
9166,flow20,19.67,-155,0.09,T+,1,38.7,&nbsp;,7.7,N,2,47.2,&nbsp;,&nbsp;,&nbsp;,"LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9374,Aso4,33.081,131.302,0.09,LTD-DHT-S,7,40.1,6.2,8.5,N,69,41.5,354.1,149.3,1.4,"Mochizuki,N.,Maruuchi,T.,Yamamoto,Y.,Shibuya,H.",2013,PhysicsoftheEarthandPlanetaryInteriors,223,40-54,&nbsp;,,689
259,RA15,-21,55.5,0.1,T+,2,19,6.6,4.1,N,6,-38.4,335.1,159,5.3,"Chauvin,A.,Gillot,P.Y.,Bonhommet,N.",1991,J.Geophys.Res.,96,1981-2006,&nbsp;,,26
260,RA17,-21,55.5,0.1,T+,3,47.8,8.2,9.9,N,6,-44,351.9,194,4.8,"Chauvin,A.,Gillot,P.Y.,Bonhommet,N.",1991,J.Geophys.Res.,96,1981-2006,&nbsp;,,26
1432,6,37.8,14.9,0.1,T+,1,18.4,&nbsp;,4.2,N,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tric,E.,Valet,J.P.,Gillot,P.Y.,Lemeur,I.",1994,Phys.EarthPlanet.Interiors,85,113-129,&nbsp;,,99
1541,RE36,-21,55.5,0.1,T+,1,48,&nbsp;,11,N,4,-39.6,14.4,124,8.3,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1542,RE39,-21,55.5,0.1,T+,2,45.1,1.7,8.8,N,5,-52.8,-4.9,33,9.1,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1543,RE40,-21,55.5,0.1,T+,1,39.4,&nbsp;,8.1,N,3,-48.5,-7,48,18,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1544,RE43,-21,55.5,0.1,T+,2,53.1,1.6,11.9,N,4,-44.8,-18.7,138,7.8,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1545,RE44,-21,55.5,0.1,T+,2,52.5,0.9,11.1,N,4,-44.7,12.6,54,12.7,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1693,28,37.7,-118.9,0.1,T+,5,48.6,5.3,9.8,N,8,48.4,5.8,471,2.6,"Mankinen,E.A.",1994,U.S.Geol.Surv.Open-FileReport,633,17-Jan,&nbsp;,,118
1694,39,37.7,-118.9,0.1,T+,1,28.5,&nbsp;,5.2,N,5,58.5,358.9,411,3.8,"Mankinen,E.A.",1994,U.S.Geol.Surv.Open-FileReport,633,17-Jan,&nbsp;,,118
1695,49,37.7,-118.9,0.1,T+,3,53.8,2.5,9.8,N,8,56.3,6.3,515,2.5,"Mankinen,E.A.",1994,U.S.Geol.Surv.Open-FileReport,633,17-Jan,&nbsp;,,118
1742,VU20,38.4,15.3,0.1,T+,2,34.3,4,6.7,N,6,49,3.3,&nbsp;,3.7,"Laj,C.,Rais,A.,Surmont,J.,Gillot,P.Y.,Guillou,H.,Kissel,C.,Zanella,E.",1997,Phys.EarthPlanet.Interiors,99,161-177,&nbsp;,,121
1743,VU21,38.4,15.3,0.1,T+,3,33.8,4.9,6.6,N,3,48.9,355.6,211,8.5,"Laj,C.,Rais,A.,Surmont,J.,Gillot,P.Y.,Guillou,H.,Kissel,C.,Zanella,E.",1997,Phys.EarthPlanet.Interiors,99,161-177,&nbsp;,,121
1744,VU23,38.4,15.3,0.1,T+,1,29.4,&nbsp;,6.1,N,6,43.1,357.4,&nbsp;,3.2,"Laj,C.,Rais,A.,Surmont,J.,Gillot,P.Y.,Guillou,H.,Kissel,C.,Zanella,E.",1997,Phys.EarthPlanet.Interiors,99,161-177,&nbsp;,,121
1745,VU25,38.4,15.3,0.1,T+,3,26.4,5.8,5.6,N,4,40.7,6.3,&nbsp;,3.4,"Laj,C.,Rais,A.,Surmont,J.,Gillot,P.Y.,Guillou,H.,Kissel,C.,Zanella,E.",1997,Phys.EarthPlanet.Interiors,99,161-177,&nbsp;,,121
1746,VU26,38.4,15.3,0.1,T+,2,35.2,9.8,7,N,7,47.2,356.5,&nbsp;,2.5,"Laj,C.,Rais,A.,Surmont,J.,Gillot,P.Y.,Guillou,H.,Kissel,C.,Zanella,E.",1997,Phys.EarthPlanet.Interiors,99,161-177,&nbsp;,,121
1747,VU27,38.4,15.3,0.1,T+,2,43.9,12.7,8.6,N,6,49,5.3,&nbsp;,4.1,"Laj,C.,Rais,A.,Surmont,J.,Gillot,P.Y.,Guillou,H.,Kissel,C.,Zanella,E.",1997,Phys.EarthPlanet.Interiors,99,161-177,&nbsp;,,121
1748,VU28,38.4,15.3,0.1,T+,2,37.4,0.2,7.4,N,5,47.8,347.1,&nbsp;,6.4,"Laj,C.,Rais,A.,Surmont,J.,Gillot,P.Y.,Guillou,H.,Kissel,C.,Zanella,E.",1997,Phys.EarthPlanet.Interiors,99,161-177,&nbsp;,,121
1749,VU33,38.4,15.3,0.1,T+,1,26.5,&nbsp;,5.2,N,6,48.5,3.3,&nbsp;,4.5,"Laj,C.,Rais,A.,Surmont,J.,Gillot,P.Y.,Guillou,H.,Kissel,C.,Zanella,E.",1997,Phys.EarthPlanet.Interiors,99,161-177,&nbsp;,,121
1805,SHU,40,102,0.1,T-,5,35,2.2,7.5,N,4,40.9,358.2,119,15.9,"Zhu,R.,Chun,L.,Gangkun,Z.",1986,KexueTongbao,5,336-339,&nbsp;,,130
1806,SJ,40,113,0.1,T-,5,33.1,5.2,7.3,N,12,38.5,358.4,123,3.6,"Zhu,R.,Chun,L.,Gangkun,Z.",1986,KexueTongbao,5,336-339,&nbsp;,,130
1937,34,19.75,-155.083,0.1,T+,1,34.5,&nbsp;,8.2,N,1,26.9,&nbsp;,&nbsp;,&nbsp;,"Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
2387,DatongvolcanoSJ,40.2,113.4,0.1,T-,15,37.1,&nbsp;,6.6,N,15,56.6,26.5,43,5.5,"Zhu,R.,Liu,C.,Tshu,K.K.",1990,"J.GraduateSchool,USTC",7,72-77,&nbsp;,,160
2388,DatongvolcanoSJB,40.2,113.4,0.1,T-,6,33.5,&nbsp;,6,N,6,56.3,29.4,132,5,"Zhu,R.,Liu,C.,Tshu,K.K.",1990,"J.GraduateSchool,USTC",7,72-77,&nbsp;,,160
2568,41,40.2,44.8,0.1,T-,14,47,7.5,7.7,N,14,63,359,42,6,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
2569,42,40.2,44.8,0.1,T-,24,46,4.9,7.4,N,21,65,357,60,4,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
2570,43,40.2,45.4,0.1,T-,23,48,9.6,7.9,N,23,63,8,105,3,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
2571,44,40.2,45.4,0.1,T-,35,49,5.9,7.9,N,35,65,10,153,2,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
8730,sc08,18.78503,-110.95902,0.1,T+,3,15.5,2.3,3.5,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Sbarbori,E.,Tauxe,L.,Goguitchaichvili,A.,Urrutia-Fucugauchi,J.,Bohrson,W.A.",2009,EarthPlanetsSpace,61,191-204,&nbsp;,,653
8731,sc09,18.77505,-110.95794,0.1,T+,2,25.4,0.5,6.2,N,6,21.2,357.6,374.6,3.5,"Sbarbori,E.,Tauxe,L.,Goguitchaichvili,A.,Urrutia-Fucugauchi,J.,Bohrson,W.A.",2009,EarthPlanetsSpace,61,191-204,&nbsp;,,653
9045,UZ13,32.787,130.304,0.1,LTD-DHT-S,1,20,&nbsp;,4,N,7,46.6,22.6,156.3,11.2,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9167,flow22,19.67,-155,0.1,T+,2,39.3,&nbsp;,8.5,N,3,39,&nbsp;,&nbsp;,&nbsp;,"LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
1433,7,37.8,14.9,0.11,T+,4,31,33,5.8,N,&nbsp;,53.2,17.6,&nbsp;,4,"Tric,E.,Valet,J.P.,Gillot,P.Y.,Lemeur,I.",1994,Phys.EarthPlanet.Interiors,85,113-129,&nbsp;,,99
1546,RE45,-21,55.5,0.11,T+,2,38.6,2.1,8,N,4,-45.8,7,148,7.6,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1547,RE46,-21,55.5,0.11,T+,3,57.3,4.8,13.5,N,4,-47.3,-8.4,178,6.9,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1548,RE47,-21,55.5,0.11,T+,1,50.7,&nbsp;,9.8,N,4,-51.9,10.8,76,10.6,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1549,RE48,-21,55.5,0.11,T+,1,51,&nbsp;,10.3,N,4,-45.4,0.9,349,3.6,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1550,RE51,-21,55.5,0.11,T+,3,55.1,3.9,12.1,N,3,-42.1,5,211,8.5,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1551,RE52,-21,55.5,0.11,T+,2,39,6.5,8.9,N,8,-37.5,4.5,95,5.7,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1691,20,37.7,-118.9,0.11,T+,5,49.1,5.8,8.6,N,7,55.2,8.6,487,2.7,"Mankinen,E.A.",1994,U.S.Geol.Surv.Open-FileReport,633,17-Jan,&nbsp;,,118
1733,G10,38.4,15.3,0.11,T+,1,36.9,&nbsp;,7.3,N,4,48,352,&nbsp;,3,"Laj,C.,Rais,A.,Surmont,J.,Gillot,P.Y.,Guillou,H.,Kissel,C.,Zanella,E.",1997,Phys.EarthPlanet.Interiors,99,161-177,&nbsp;,,121
1734,G17,38.4,15.3,0.11,T+,1,23.8,&nbsp;,4.4,N,4,54,357,&nbsp;,5,"Laj,C.,Rais,A.,Surmont,J.,Gillot,P.Y.,Guillou,H.,Kissel,C.,Zanella,E.",1997,Phys.EarthPlanet.Interiors,99,161-177,&nbsp;,,121
1735,G37,38.4,15.3,0.11,T+,1,16.9,&nbsp;,3.2,N,4,51,45,&nbsp;,7,"Laj,C.,Rais,A.,Surmont,J.,Gillot,P.Y.,Guillou,H.,Kissel,C.,Zanella,E.",1997,Phys.EarthPlanet.Interiors,99,161-177,&nbsp;,,121
1736,G39,38.4,15.3,0.11,T+,4,17.8,1.7,3.6,N,4,46,45,&nbsp;,4,"Laj,C.,Rais,A.,Surmont,J.,Gillot,P.Y.,Guillou,H.,Kissel,C.,Zanella,E.",1997,Phys.EarthPlanet.Interiors,99,161-177,&nbsp;,,121
9053,UZ32,32.733,130.3,0.11,LTD-DHT-S,7,50.1,5,8.3,N,8,62.2,345,448,2.5,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9064,UZ47,32.751,130.281,0.11,LTD-DHT-S,4,26.3,3.8,4.8,N,8,55.3,11.2,582.6,2.9,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9065,UZ48,32.751,130.281,0.11,LTD-DHT-S,1,40.7,&nbsp;,7.4,N,6,55.2,19.8,2500,2.8,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9070,UZ55,32.742,130.317,0.11,LTD-DHT-S,1,40.2,&nbsp;,6.7,N,8,61.5,350.2,6782,1.7,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9025,AV,21.2177,-104.93,0.11,MSPDp,8,50,2,12.1,N,10,24.5,12.4,36,8.2,"Michalk,DM.,Biggin,AJ.,Knudsen,MF.,Bohnel,HN.,Nowaczyk,NR.,Ownby,S.,Lopez-Martinez,M.",2010,PhysicsoftheEarthandPlanetaryInteriors,179,139-156,&nbsp;,,666
9168,flow26,19.67,-155,0.11,T+,2,53.2,&nbsp;,11.7,N,3,36.9,&nbsp;,&nbsp;,&nbsp;,"LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
1552,RE55,-21,55.5,0.12,T+,1,14.3,&nbsp;,3.7,T,5,-2,-0.1,114,7.2,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1553,RE57,-21,55.5,0.12,T+,2,14.4,0.2,3.7,N,6,-17.1,10.3,72,7.9,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1554,RE58,-21,55.5,0.12,T+,2,50.7,9,9.8,N,6,-55.2,359.8,23,14.4,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
1555,RE59,-21,55.5,0.12,T+,3,45.2,2.9,10.3,N,6,-50.4,10.2,257,4.2,"Rais,A.,Laj,C.,Surmont,J.,Gillot,P.-J.,Guillou,H.",1996,EarthPlanet.Sci.Letters,140,173-189,&nbsp;,,109
