 Data , IDENT, SLAT, SLONG, AGE , DAGE, AgeMtd  , P, Country , Continent , IntM, Ndir, INC , DEC , k, a95 , Nint, F, DF  , DFPc, VDM , GROUP, TYPE, FORM, ROCKMAG , COMMENTS  , LOCATION NAME , Ref 
1431,5,37.8,14.9,0.08,0,K-Ar  ,N ,Italy ,Europe,T+,&nbsp;,27.3,339.4,&nbsp;,10,3,43.6,14.6,33,10.3,Volcanic  ,Basalt,Lava Flow ,"Ti-rich+Ti-poor TiMa,low temp. oxidation,  Qn&lt;9.5  ",&nbsp;,&nbsp;,99
1523,RE07  ,-21,55.5,0.08,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,5,-44.4,-5.1,43,9.4,3,29.2,0.6,2,6.5,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",VDMc = 6  ,&nbsp;,109
1524,RE07bis,-21,55.5,0.08,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,4,-50.4,2.4,38,11,4,33.6,10.3,31,6.9,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",&nbsp;,&nbsp;,109
1525,RE09bis,-21,55.5,0.08,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,6,-47.6,-10.2,51,8.5,3,43.7,9.6,22,9.5,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",VDMc = 8.7  ,&nbsp;,109
1526,RE10  ,-21,55.5,0.08,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,4,-43.7,-5.5,122,8.4,5,47.4,9.2,19,10.2,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",&nbsp;,&nbsp;,109
1527,RE11  ,-21,55.5,0.08,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,3,-29.8,-7.4,199,11.3,2,44.6,8.8,20,10.6,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",&nbsp;,&nbsp;,109
1528,RE12  ,-21,55.5,0.08,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,3,-37.4,-20.4,727,4.6,4,51,3.5,7,11.7,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",VDMc = 11.2 ,&nbsp;,109
1529,RE13  ,-21,55.5,0.08,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,5,-32.2,-5.7,180,4.1,2,34.8,4.9,14,7.8,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",&nbsp;,&nbsp;,109
1530,RE14  ,-21,55.5,0.08,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,4,-38.9,-17.3,140,6.5,2,64.4,3,5,14.2,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",&nbsp;,&nbsp;,109
1531,RE15  ,-21,55.5,0.08,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,4,-35.7,-21,157,7.4,3,52.5,2.6,5,11.7,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",&nbsp;,&nbsp;,109
1532,RE17  ,-21,55.5,0.08,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,4,-40.2,-20.8,9,32.3,2,50,3.7,7,10.7,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",&nbsp;,&nbsp;,109
1533,RE18  ,-21,55.5,0.08,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,2,-46.5,-5.5,&nbsp;,&nbsp;,3,44.5,8.8,20,9.7,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",VDMc = 9  ,&nbsp;,109
2738,SOH-4 Flow 193  ,19.28,-155,0.08,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,5,24.6,&nbsp;,&nbsp;,&nbsp;,4,19.6,3.5,18,4.4,Volcanic  ,Basalt,Lava Flow ,&nbsp;,VADM ; supercedes ref 106 ,&nbsp;,181
2739,SOH-4 Flow 194  ,19.28,-155,0.08,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,4,21.5,&nbsp;,&nbsp;,&nbsp;,2,19.9,0.9,5,4.5,Volcanic  ,Basalt,Lava Flow ,&nbsp;,VADM ; supercedes ref 106 ,&nbsp;,181
2740,SOH-4 Flow 195  ,19.28,-155,0.08,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,12,29.5,&nbsp;,&nbsp;,&nbsp;,3,25.9,3.2,12,5.9,Volcanic  ,Basalt,Lava Flow ,&nbsp;,VADM ; supercedes ref 106 ,&nbsp;,181
2741,SOH-4 Flow 196  ,19.28,-155,0.08,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,6,44.3,&nbsp;,&nbsp;,&nbsp;,6,24.5,1.2,5,5.6,Volcanic  ,Basalt,Lava Flow ,&nbsp;,VADM ; VDMc = 5 ; supercedes ref 106  ,&nbsp;,181
2742,SOH-4 Flow 198  ,19.28,-155,0.08,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,4,40.6,&nbsp;,&nbsp;,&nbsp;,2,45.4,0.8,2,10.3,Volcanic  ,Basalt,Lava Flow ,&nbsp;,VADM ; VDMc = 9.7 ; supercedes ref 106  ,&nbsp;,181
2483,GU04  ,16,-61.7,0.08,0,K-Ar  ,N ,Lesser Antilles ,Atlantic Ocean  ,T+,8,17.7,6.1,&nbsp;,2.4,4,25.4,3.4,13,6,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,weighted F and VADM ,&nbsp;,165
2491,GU26-29,16,-61.7,0.08,0,K-Ar  ,N ,Lesser Antilles ,Atlantic Ocean  ,Tv,5,33.2,2.6,56,10.4,5,39.1,4.3,11,9.3,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,weighted F and VADM ,&nbsp;,165
3071,OT33  ,35.93,137.45,0.08,0,K-Ar  ,N ,Japan ,Asia  ,T+,16,63,104.2,&nbsp;,3.2,2,4.9,0.6,12,0.8,Sedimentary ,Andesite  ,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,207
6257,GC29  ,19.7,-113.6,0.08,&nbsp;,Estimated ,N ,East Pacific Rise,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,12.6,1,7,&nbsp;,volcanic  ,Glass ,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,503
8532,mc39  ,-78.39,164.21,0.08,0.01,Ar-Ar ,N ,Antarctica  ,Antarctica  ,T+,7,-85.9,264.3,178,4.2,2,27.2,1.7,6,3.5,Volcanic  ,&nbsp;,Lava flow ,&nbsp;,"VADM=(3,56+-0,22)x10^22 Am^2  ","McMurdo Sound, Antarctica ",639
9062,UZ44  ,32.74,130.29,0.08,0.02,K-Ar  ,N ,Japan ,Asia  ,LTD-DHT-S ,11,59.1,0,139.6,5.3,5,39.6,4.6,11,6.8,Volcanic  ,Felsic-Intermediate ,Lava flow ,Titanomagnetite ,&nbsp;,"Unzen Volcano, Japan",667
9080,UZ17  ,32.7,130.3,0.08,&nbsp;,Estimated ,T ,Japan ,Asia  ,LTD-DHT-S ,9,63.5,59,1288.6,3.9,1,19.1,&nbsp;,&nbsp;,3.1,Volcanic  ,Felsic-Intermediate ,Lava flow ,Titanomagnetite ,Published age is stated as &lt;0.8 Ma. Not used within study as Nint &lt; 3. VGP latitude &lt; 45,"Unzen Volcano, Japan",667
9081,UZ18  ,32.71,130.3,0.08,&nbsp;,Estimated ,N ,Japan ,Asia  ,LTD-DHT-S ,8,17.2,5.4,170.1,4.8,5,16.9,1.6,9,4.2,Volcanic  ,Felsic-Intermediate ,Lava flow ,Titanomagnetite ,Published age is stated as &lt;0.8 Ma.  ,"Unzen Volcano, Japan",667
9023,DG,19.38,-100.34,0.08,0.02,Ar-Ar ,O ,Mexico,North America,MSPDp ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,8,48,3,6,10.8,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,VADM  ,"Trans-mexican Volcanic belt, Central Mexico ",666
9024,DF,19.11,-99.93,0.08,0.04,Ar-Ar ,N ,Mexico,North America,MSPDp ,9,31.8,12,67.6,6.3,8,48,3,6,11,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,&nbsp;,"Trans-mexican Volcanic belt, Central Mexico ",666
9164,flow 18,19.67,-155,0.08,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,2,43,&nbsp;,&nbsp;,&nbsp;,1,30.2,&nbsp;,&nbsp;,6.3,Volcanic  ,Basalt,Lava flow ,Magnetite ,"Same flows as HSDP1, REF 139  ","HSDP2, Hawaii",680
9165,flow 19,19.67,-155,0.08,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,2,45.7,&nbsp;,&nbsp;,&nbsp;,2,39,&nbsp;,&nbsp;,7.9,Volcanic  ,Basalt,Lava flow ,Magnetite ,"Same flows as HSDP1, REF 139  ","HSDP2, Hawaii",680
253,RA06  ,-21,55.5,0.09,0,K-Ar  ,N ,La Reunion  ,Indian Ocean,T+,3,-61,343.7,220,8.3,4,47.9,6.9,14,8.1,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,26
254,RA07  ,-21,55.5,0.09,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,6,-57.8,350.9,203,4.7,3,45.3,3.2,7,8,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,26
255,RA09  ,-21,55.5,0.09,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,5,-58.1,348.8,358,4,4,44,5.1,12,7.7,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,26
256,RA10  ,-21,55.5,0.09,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,4,-47.9,5.6,18,22.6,2,36.1,7.1,20,7.2,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,26
257,RA11  ,-21,55.5,0.09,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,6,-52.6,3.4,161,5.3,2,29.4,0.8,3,5.5,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,26
258,RA13  ,-21,55.5,0.09,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,5,-43.9,335.9,549,3.3,2,30.6,1.1,4,6.3,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,26
1534,RE21  ,-21,55.5,0.09,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,3,-52.9,-16,97,12.6,1,40.7,&nbsp;,&nbsp;,8.2,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",VDMc = 7  ,&nbsp;,109
1535,RE23  ,-21,55.5,0.09,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,5,-36.8,-10.8,79,8.6,3,50.3,9.1,18,10.3,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",VDMc = 11.1 ,&nbsp;,109
1536,RE26  ,-21,55.5,0.09,0,K-Ar  ,N ,La Reunion  ,Indian Ocean,T+,7,-15.8,0.5,52,8.5,1,29,&nbsp;,&nbsp;,7.6,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",&nbsp;,&nbsp;,109
1537,RE27  ,-21,55.5,0.09,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,5,-35,-9.6,254,4.8,2,33.2,5.5,17,7.8,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",&nbsp;,&nbsp;,109
1538,RE28  ,-21,55.5,0.09,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,5,-36.9,-14.7,112,7.3,1,26.2,&nbsp;,&nbsp;,6,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",&nbsp;,&nbsp;,109
1539,RE31  ,-21,55.5,0.09,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,4,-34.1,-7.4,134,5.8,5,19.1,6.2,32,4.6,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",&nbsp;,&nbsp;,109
1540,RE33  ,-21,55.5,0.09,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,7,-37.2,-10.1,82,6.7,4,35.7,8,22,7.9,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",&nbsp;,&nbsp;,109
2590,Tianchi lava 5  ,42.05,128,0.09,0.02,Combined  ,N ,China ,Asia  ,T+,23,60.3,355.3,42,4.7,6,62.3,0.9,1,10.8,Volcanic  ,Basalt,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,179
1936,33,19.75,-155.08,0.09,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,2,22.5,&nbsp;,&nbsp;,&nbsp;,2,15.3,3.2,21,3.7,Volcanic  ,&nbsp;,Lava Flow ,"TiMa, var. Ti-amount,Tc range 350-5808C, low coec.  ","VDMc, replaces ref 110  ",&nbsp;,139
2743,SOH-4 Flow 199  ,19.28,-155,0.09,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,5,21.1,&nbsp;,&nbsp;,&nbsp;,4,39.6,12.1,31,9,Volcanic  ,Basalt,Lava Flow ,&nbsp;,VADM ; VDMc = 9.7 ; supercedes ref 106  ,&nbsp;,181
2744,SOH-4 Flow 201  ,19.28,-155,0.09,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,8,7.6,&nbsp;,&nbsp;,&nbsp;,4,22.8,1.5,7,5.2,Volcanic  ,Basalt,Lava Flow ,&nbsp;,VADM ; VDMc = 5.9 ; supercedes ref 106  ,&nbsp;,181
2745,SOH-4 Flow 202  ,19.28,-155,0.09,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,3,43.1,&nbsp;,&nbsp;,&nbsp;,3,34.3,8,23,7.8,Volcanic  ,Basalt,Lava Flow ,&nbsp;,VADM ; VDMc = 7.2 ; supercedes ref 106  ,&nbsp;,181
2746,SOH-4 Flow 203  ,19.28,155,0.09,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,3,29.3,&nbsp;,&nbsp;,&nbsp;,1,15.4,&nbsp;,&nbsp;,3.5,Volcanic  ,Basalt,Lava Flow ,&nbsp;,VADM ; supercedes ref 106 ,&nbsp;,181
2824,Tammar 305  ,21.76,-45.24,0.09,&nbsp;,Estimated ,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,23.9,&nbsp;,&nbsp;,5.2,Volcanic  ,Basalt,Pillow,&nbsp;,VADM  ,&nbsp;,191
2825,Tammar 308  ,21.76,-45.24,0.09,&nbsp;,Estimated ,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,23,&nbsp;,&nbsp;,5,Volcanic  ,Basalt,Pillow,&nbsp;,VADM  ,&nbsp;,191
2836,Tammar 711  ,21.65,-45.25,0.09,&nbsp;,Estimated ,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,15,&nbsp;,&nbsp;,3.3,Volcanic  ,Basalt,Pillow,&nbsp;,VADM  ,&nbsp;,191
3015,Aso4  ,33.28,131.3,0.09,0.01,K-Ar  ,N ,Japan ,Asia  ,T+,29,41.3,355,&nbsp;,2.9,20,45.9,5.2,11,9.7,Volcanic  ,Mixed ,Pyroclastic ,&nbsp;,&nbsp;,&nbsp;,203
6280,GC55  ,17.4,-113.2,0.09,&nbsp;,Estimated ,N ,East Pacific Rise,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,17.4,3.9,22,&nbsp;,volcanic  ,Glass ,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,503
8924,ML1,30.55,-116,0.09,0.05,3He,N ,Mexico,North America,MSPDp ,5,36.6,15.6,66.9,9.4,5,20.7,2.6,12,4.6,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,VDMc; Duplicate of 8912 ,"San Quintin Volcanic Field, Baja California, Mexico ",660
8925,ML2,30.54,-116,0.09,0.06,3He,N ,Mexico,North America,MSPDp ,7,34.6,23.4,72.9,6.9,7,15,1.4,9,3.4,Volcanic  ,Basalt,Lava flow ,Titanomagnetite ,VDMc; Duplicate of 8913 ,"San Quintin Volcanic Field, Baja California, Mexico ",660
9166,flow 20,19.67,-155,0.09,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,2,47.2,&nbsp;,&nbsp;,&nbsp;,1,38.7,&nbsp;,&nbsp;,7.7,Volcanic  ,Basalt,Lava flow ,Magnetite ,"Same flows as HSDP1, REF 139  ","HSDP2, Hawaii",680
9374,Aso4  ,33.08,131.3,0.09,0.01,K-Ar  ,N ,Japan ,Asia  ,LTD-DHT-S ,69,41.5,354.1,149.3,1.4,7,40.1,6.2,16,8.5,Volcanic  ,Rhyolite/andesite,Welded tuff ,near magnetite  ,Multiple sites  ,"Aso Volcano, central Kyusyu, Japan",689
259,RA15  ,-21,55.5,0.1,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,6,-38.4,335.1,159,5.3,2,19,6.6,35,4.1,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,26
260,RA17  ,-21,55.5,0.1,0,K-Ar  ,N ,La Reunion  ,Indian Ocean,T+,6,-44,351.9,194,4.8,3,47.8,8.2,17,9.9,Volcanic  ,&nbsp;,Lava Flow ,&nbsp;,&nbsp;,&nbsp;,26
1432,6,37.8,14.9,0.1,0,K-Ar  ,N ,Italy ,Europe,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,18.4,&nbsp;,&nbsp;,4.2,Volcanic  ,Basalt,Lava Flow ,"Ti-rich+Ti-poor TiMa,low temp. oxidation,  Qn&lt;9.5  ",VADM  ,&nbsp;,99
1541,RE36  ,-21,55.5,0.1,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,4,-39.6,14.4,124,8.3,1,48,&nbsp;,&nbsp;,11,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",VDMc = 10.4 ,&nbsp;,109
1542,RE39  ,-21,55.5,0.1,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,5,-52.8,-4.9,33,9.1,2,45.1,1.7,4,8.8,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",&nbsp;,&nbsp;,109
1543,RE40  ,-21,55.5,0.1,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,3,-48.5,-7,48,18,1,39.4,&nbsp;,&nbsp;,8.1,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",&nbsp;,&nbsp;,109
1544,RE43  ,-21,55.5,0.1,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,4,-44.8,-18.7,138,7.8,2,53.1,1.6,3,11.9,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",VDMc = 10.9 ,&nbsp;,109
1545,RE44  ,-21,55.5,0.1,&nbsp;,Estimated ,N ,La Reunion  ,Indian Ocean,T+,4,-44.7,12.6,54,12.7,2,52.5,0.9,2,11.1,Volcanic  ,&nbsp;,Lava Flow ,"Ti-rich+Ti-poor TiMa,Tc appr. 2508C , 5808C, PSD",&nbsp;,&nbsp;,109
1693,28,37.7,-118.9,0.1,0.01,K-Ar  ,N ,U.S.A.,North America,T+,8,48.4,5.8,471,2.6,5,48.6,5.3,11,9.8,Volcanic  ,&nbsp;,Lava Flow ,"Ti-poor TiMa,Tc appr. 5658C, IRM, MD to PSD ",&nbsp;,&nbsp;,118
1694,39,37.7,-118.9,0.1,0.01,K-Ar  ,N ,U.S.A.,North America,T+,5,58.5,358.9,411,3.8,1,28.5,&nbsp;,&nbsp;,5.2,Volcanic  ,&nbsp;,Lava Flow ,"Ti-poor TiMa,Tc appr. 5108C, 2808C, IRM, MD to PSD  ",&nbsp;,&nbsp;,118
1695,49,37.7,-118.9,0.1,&nbsp;,K-Ar  ,N ,U.S.A.,North America,T+,8,56.3,6.3,515,2.5,3,53.8,2.5,5,9.8,Volcanic  ,&nbsp;,Lava Flow ,"Ti-poor TiMa,Tc appr. 5558C, IRM, MD to PSD ",&nbsp;,&nbsp;,118
1742,VU20  ,38.4,15.3,0.1,0.01,Stratigraphy,N ,Italy ,Europe,T+,6,49,3.3,&nbsp;,3.7,2,34.3,4,12,6.7,Volcanic  ,&nbsp;,Lava Flow ,"mostly Ti-poor TiMa,Tc 540-5908C, PSD ",&nbsp;,&nbsp;,121
1743,VU21  ,38.4,15.3,0.1,0.01,Stratigraphy,N ,Italy ,Europe,T+,3,48.9,355.6,211,8.5,3,33.8,4.9,14,6.6,Volcanic  ,&nbsp;,Lava Flow ,"mostly Ti-poor TiMa,Tc 540-5908C, PSD ",&nbsp;,&nbsp;,121
1744,VU23  ,38.4,15.3,0.1,0.01,Stratigraphy,N ,Italy ,Europe,T+,6,43.1,357.4,&nbsp;,3.2,1,29.4,&nbsp;,&nbsp;,6.1,Volcanic  ,&nbsp;,Lava Flow ,"mostly Ti-poor TiMa,Tc 540-5908C, PSD ",&nbsp;,&nbsp;,121
1745,VU25  ,38.4,15.3,0.1,0.01,Stratigraphy,N ,Italy ,Europe,T+,4,40.7,6.3,&nbsp;,3.4,3,26.4,5.8,22,5.6,Volcanic  ,&nbsp;,Lava Flow ,"mostly Ti-poor TiMa,Tc 540-5908C, PSD ",&nbsp;,&nbsp;,121
1746,VU26  ,38.4,15.3,0.1,0.01,Stratigraphy,N ,Italy ,Europe,T+,7,47.2,356.5,&nbsp;,2.5,2,35.2,9.8,28,7,Volcanic  ,&nbsp;,Lava Flow ,"mostly Ti-poor TiMa,Tc 540-5908C, PSD ",&nbsp;,&nbsp;,121
1747,VU27  ,38.4,15.3,0.1,0.01,Stratigraphy,N ,Italy ,Europe,T+,6,49,5.3,&nbsp;,4.1,2,43.9,12.7,29,8.6,Volcanic  ,&nbsp;,Lava Flow ,"mostly Ti-poor TiMa,Tc 540-5908C, PSD ",&nbsp;,&nbsp;,121
1748,VU28  ,38.4,15.3,0.1,0.01,Stratigraphy,N ,Italy ,Europe,T+,5,47.8,347.1,&nbsp;,6.4,2,37.4,0.2,1,7.4,Volcanic  ,&nbsp;,Lava Flow ,"mostly Ti-poor TiMa,Tc 540-5908C, PSD ",&nbsp;,&nbsp;,121
1749,VU33  ,38.4,15.3,0.1,0.01,Stratigraphy,N ,Italy ,Europe,T+,6,48.5,3.3,&nbsp;,4.5,1,26.5,&nbsp;,&nbsp;,5.2,Volcanic  ,&nbsp;,Lava Flow ,"mostly Ti-poor TiMa,Tc 540-5908C, PSD ",&nbsp;,&nbsp;,121
1805,SHU,40,102,0.1,&nbsp;,Estimated ,N ,China ,Asia  ,T-,4,40.9,358.2,119,15.9,5,35,2.2,6,7.5,Volcanic  ,Basalt,&nbsp;,&nbsp;,&nbsp;,&nbsp;,130
1806,SJ,40,113,0.1,&nbsp;,Estimated ,N ,China ,Asia  ,T-,12,38.5,358.4,123,3.6,5,33.1,5.2,16,7.3,Volcanic  ,Basalt,&nbsp;,&nbsp;,&nbsp;,&nbsp;,130
1937,34,19.75,-155.08,0.1,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,1,26.9,&nbsp;,&nbsp;,&nbsp;,1,34.5,&nbsp;,&nbsp;,8.2,Volcanic  ,&nbsp;,Lava Flow ,"TiMa, var. Ti-amount,Tc range 350-5808C, low coec.  ","VDMc, replaces ref 110  ",&nbsp;,139
2387,Datong volcano SJ,40.2,113.4,0.1,&nbsp;,Thermoluminescence  ,N ,China ,Asia  ,T-,15,56.6,26.5,43,5.5,15,37.1,&nbsp;,&nbsp;,6.6,Volcanic  ,&nbsp;,Baked contact,&nbsp;,Fc,&nbsp;,160
2388,Datong volcano SJB  ,40.2,113.4,0.1,&nbsp;,Thermoluminescence  ,N ,China ,Asia  ,T-,6,56.3,29.4,132,5,6,33.5,&nbsp;,&nbsp;,6,Volcanic  ,&nbsp;,Baked contact,&nbsp;,Fc,&nbsp;,160
2568,41,40.2,44.8,0.1,0.05,Estimated ,N ,Armenia,Europe,T-,14,63,359,42,6,14,47,7.5,15,7.7,Volcanic  ,Andesite  ,Lava Flow ,&nbsp;,VDMc  ,&nbsp;,172
2569,42,40.2,44.8,0.1,0.05,Estimated ,N ,Armenia,Europe,T-,21,65,357,60,4,24,46,4.9,10,7.4,Volcanic  ,Andesite  ,Lava Flow ,&nbsp;,VDMc  ,&nbsp;,172
2570,43,40.2,45.4,0.1,0.05,Estimated ,N ,Armenia,Europe,T-,23,63,8,105,3,23,48,9.6,19,7.9,Volcanic  ,Basalt,Lava Flow ,&nbsp;,VDMc  ,&nbsp;,172
2571,44,40.2,45.4,0.1,0.05,Estimated ,N ,Armenia,Europe,T-,35,65,10,153,2,35,49,5.9,12,7.9,Sedimentary ,Clay  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,172
8730,sc08  ,18.79,-110.96,0.1,0.08,Ar-Ar ,O ,Mexico,North America,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,15.5,2.3,14,3.5,Volcanic  ,ignimbrite  ,Lava Flow ,&nbsp;,VADM  ,&nbsp;,653
8731,sc09  ,18.78,-110.96,0.1,0.08,Ar-Ar ,N ,Mexico,North America,T+,6,21.2,357.6,374.6,3.5,2,25.4,0.5,1,6.2,Volcanic  ,ignimbrite  ,Lava Flow ,&nbsp;,VADM = 57.2 Zam^2,&nbsp;,653
9045,UZ13  ,32.79,130.3,0.1,0.06,K-Ar  ,N ,Japan ,Asia  ,LTD-DHT-S ,7,46.6,22.6,156.3,11.2,1,20,&nbsp;,&nbsp;,4,Volcanic  ,Felsic-Intermediate ,Lava flow ,Titanomagnetite ,Not used within study as Nint &lt; 3  ,"Unzen Volcano, Japan",667
9167,flow 22,19.67,-155,0.1,&nbsp;,Estimated ,N ,Hawaii,Pacific Ocean,T+,3,39,&nbsp;,&nbsp;,&nbsp;,2,39.3,&nbsp;,&nbsp;,8.5,Volcanic  ,Basalt,Lava flow ,Magnetite ,"Same flows as HSDP1, REF 139  ","HSDP2, Hawaii",680
