UID,OLD_DATA,REF,IDENT,SLAT,SLONG,AGE,DAGE,AGEMTD,CONTINENT,REPLOC,INTM,P,NDIR,INC,DEC,K,A95,NINT,B,DB,DB%,DBN (%),VDM/VADM,VDM,VADM,GROUP,TYPE,FORM,ROCKMAG,COMMENTS,LOCATION NAME,QAGE,QSTAT,QTRM,QALT,QMD,QACN,QTECH,QLITH,QMAG,QDIR,QPI
4092,,711,DB(-5) ,11.8454,41.67,2.33,,Estimated,Africa,Ethiopia,T+;LTD-DHT-S,R,10,-15.4,187.1,170.1,3.7,3,12.1,2,16.5,29.27792692,0.305,3.045147879,,Volcanic,Basalt,Lava Flow,Ti-poor titanomagnetite or pure magnetite,"age interpolated from K-Ar dates, top 2.18 (MWSD of dates), bottom 2.34 (inferred from chron)",Dobi section,0,0,0,1,1,0,1,0,0,1,4
4093,,711,DB(-6) ,11.8454,41.67,2.34,,Estimated,Africa,Ethiopia,T+;LTD-DHT-S,R,10,-17.1,191.6,278.4,2.9,3,33.5,11.7,34.9,67.47181653,,8.377404244,,Volcanic,Basalt,Lava Flow,Ti-poor titanomagnetite or pure magnetite,"age interpolated from K-Ar dates, top 2.18 (MWSD of dates), bottom 2.34 (inferred from chron)",Dobi section,0,0,0,1,1,0,1,0,0,1,4
145,149,11,Manycharsk,40.3,45.2,2.35,0.6,Stratigraphy,Europe,Armenia,T-,R,,-62,198,,,29,33.8,1.6,4,5.754861763,5.6,5.63276811,,,,Baked contact,,"age in Petrova et al., 1979",,,,,,,,,,,,
2186,2789,187,Trialeti,41.54,44.11,2.35,,K-Ar,Europe,Georgia,T-,R,1,-48,203,,,1,18.9,,,,,3.740761158,,Volcanic,Basalt,Lava Flow,,VDMc,,0,0,0,0,0,0,0,0,0,0,0
758,900,67,Society R11,-16.8,208.6,2.4,0.1,Estimated,Pacific Ocean,Society Islands,S;T-,N,,-29.8,7.7,,,6,57.5,1.3,2,3.365153593,,13.4,,Volcanic,,,,,Society,0,1,0,1,1,0,1,0,0,0,4
1685,2113,144,FL*6,64.4,338.6,2.4,0.2,GPTS,Atlantic Ocean,Iceland,T+,R,3,-81.2,198.9,855,4.2,3,60.56666667,0.404145188,0.667273289,1.154992616,,8.097618041,,Volcanic,Basalt,Lava Flow,,,"Esja, Iceland",1,0,1,1,1,0,0,0,0,0,4
1686,2114,144,FL*7,64.4,338.6,2.4,0.2,GPTS,Atlantic Ocean,Iceland,T+,R,3,-81.1,198.3,1970,2.8,2,48.4,1.555634919,3.214121733,6.305842323,,6.475774792,,Volcanic,Basalt,Lava Flow,,,"Esja, Iceland",1,0,1,1,1,0,0,0,0,0,4
1687,2118,144,HU'3/4A,64.4,338.6,2.4,0.2,GPTS,Atlantic Ocean,Iceland,T+,R,4,-66.5,136.5,524,4,7,31.22857143,1.702658985,5.452247436,7.911181097,,4.904909834,,Volcanic,Basalt,Lava Flow,,,"Esja, Iceland",1,1,1,1,1,0,0,0,0,0,5
1688,2126,144,HU4A,64.4,338.6,2.4,0.2,GPTS,Atlantic Ocean,Iceland,T+,R,3,-69.5,140.4,467,5.7,4,24.675,3.458684721,14.01695936,22.95120163,,3.729737726,,Volcanic,Basalt,Lava Flow,,,"Esja, Iceland",1,0,1,1,1,0,0,0,0,0,4
1689,2119,144,HU'4A,64.4,338.6,2.4,0.2,GPTS,Atlantic Ocean,Iceland,T+,R,3,-71.8,121.1,325,6.8,2,30.2,2.828427125,9.365652731,18.51296638,,4.437488928,,Volcanic,Basalt,Lava Flow,,,"Esja, Iceland",1,0,1,1,0,0,0,0,0,0,3
1690,2128,144,HU5,64.4,338.6,2.4,0.2,GPTS,Atlantic Ocean,Iceland,T+,R,6,-73.7,157.5,332,3.7,6,30.8,5.988989898,19.4447724,29.59051688,,4.425931744,,Volcanic,Basalt,Lava Flow,,,"Esja, Iceland",1,0,1,1,1,0,0,0,0,1,5
1691,2129,144,HU6,64.4,338.6,2.4,0.2,GPTS,Atlantic Ocean,Iceland,T+,R,5,-77.6,157.5,418,3.7,2,53.5,2.969848481,5.551118656,10.91235102,,7.376950947,,Volcanic,Basalt,Lava Flow,,,"Esja, Iceland",1,0,0,1,0,0,0,0,0,1,3
1692,2144,144,PV1,64.4,338.6,2.4,0.2,GPTS,Atlantic Ocean,Iceland,T+,R,3,-77.2,182.9,3414,2.1,5,28.46,4.347758043,15.27673241,23.88932271,,3.939602999,,Volcanic,Basalt,Lava Flow,,,"Esja, Iceland",1,1,0,1,1,0,0,0,0,0,4
1693,2145,144,PV2,64.4,338.6,2.4,0.2,GPTS,Atlantic Ocean,Iceland,T+,R,4,-73.7,177.9,776,3.3,3,53.4,1.646207763,3.082786074,5.339981886,,7.67353101,,Volcanic,Basalt,Lava Flow,,,"Esja, Iceland",1,0,1,1,1,0,0,0,0,0,4
1694,2146,144,PV3,64.4,338.6,2.4,0.2,GPTS,Atlantic Ocean,Iceland,T+,R,4,-72.7,188.5,287,5.4,7,44.98571429,12.24709878,27.22441774,41.07256367,,6.53971609,,Volcanic,Basalt,Lava Flow,,,"Esja, Iceland",1,0,0,1,1,0,0,0,0,0,3
2187,2785,187,Sagamo 2,41.25,43.25,2.4,,Estimated,Europe,Georgia,T-,T,3,44,234,60,6.6,1,16.3,,,,,3.367057042,,Volcanic,Basalt,Lava Flow,,VDMc,,0,0,0,0,0,0,0,0,0,0,0
4330,2127,144;601,HU4B,64.4,338.6,2.4,0.2,GPTS,Atlantic Ocean,Iceland,T+;M,R,6,-74.5,151.8,174,5.1,7,27.81428571,9.354932491,33.63355287,51.85354091,,3.961047942,,Volcanic,Basalt,Lava Flow,,,"Esja, Iceland",1,0,1,1,0,1,1,0,0,1,6
4331,2130,144;601,HU7,64.4,338.6,2.4,0.2,GPTS,Atlantic Ocean,Iceland,T+;M,R,5,-77,199.4,710,2.9,10,59.73,17.69570255,29.62615529,42.24147826,,8.284590316,,Volcanic,Basalt,Lava Flow,,,"Esja, Iceland",1,0,1,1,1,1,1,0,0,1,7
4332,2131,144;601,HU8,64.4,338.6,2.4,0.2,GPTS,Atlantic Ocean,Iceland,T+;M,R,5,-73.8,169.9,103,6.9,7,32.35714286,11.86421189,36.66643852,57.20814388,,4.644398462,,Volcanic,Basalt,Lava Flow,,,"Esja, Iceland",1,0,1,1,1,1,1,0,0,1,7
2820,6677,513,RA01,-16.86,208.585,2.45,0.05,K-Ar,Pacific Ocean,French Polynesia,LTD-DHT-S,N,4,-24.7,6,,3.2,1,12.6,,,,,3.037479296,,,,,,"Dating: Uto et al., submitted; ",,1,0,1,1,1,0,0,0,0,0,4
3430,8939,663,mc115,-78.243,162.958,2.46,0.31,Ar/Ar,Antarctica,Antarctica,T+,R,6,68.1,77.7,359.2,3.5,2,24.6,0.4,1,3.187765199,,3.786761564,,Volcanic,Basalt,Lava flow,Magnetite and Hematite mix,VDMc; estimated NDIR,"Erebus Volcanic Province, Ross Island, Antartica",1,0,0,1,1,1,0,0,1,1,6
252,271,27,Alturas,41.5,239.4,2.5,2.5,Stratigraphy,North America,U.S.A.,T-,R,,-48,204,,,2,43,6,14,27.87450626,,8.510726445,,Volcanic,Basalt,,,,,0,0,0,1,0,0,0,0,0,0,1
253,272,27,Alturas,41.5,239.4,2.5,2.5,Stratigraphy,North America,U.S.A.,T-,R,,-48,204,,,6,35,1,3,4.253431584,,6.927335478,,Sedimentary,,Baked contact,,,,0,1,0,1,0,0,0,0,0,0,2
381,425,44,Brezno,50.4,13.4,2.5,2.5,Estimated,Europe,Czech Republic,T-,N,,55.4,352.6,,,14,34,4.5,13.2,17.47142482,,6.2,,Sedimentary,Porcellanite and Palaeo-slags,,,,"NW Bohemia, Czech Republic",0,1,0,0,1,0,0,1,0,0,3
382,426,44,Svincice,50.5,13.7,2.5,2.5,Estimated,Europe,Czech Republic,T-,N,,62,347,,,10,71.4,8.2,11.5,15.83930986,,11.9,,Sedimentary,Porcellanite,,,,"NW Bohemia, Czech Republic",0,1,0,0,1,0,0,0,0,0,2
383,427,44,Tusimice,50.4,13.3,2.5,2.5,Estimated,Europe,Czech Republic,T-,N,,76.2,339.5,,,17,69.9,8.3,11.9,15.29389882,,9.8,,Sedimentary,Porcellanite and Palaeo-slags,,,,"NW Bohemia, Czech Republic",0,1,0,0,1,0,0,1,0,0,3
384,428,44,Vtelno,50.5,13.7,2.5,2.5,Estimated,Europe,Czech Republic,T-,R,,-60.1,209.1,,,20,41,,,,,7,,Sedimentary,Porcellanite and Palaeo-slags,,,,"NW Bohemia, Czech Republic",0,0,0,0,1,0,0,1,0,0,2
205,213,18,Aden,12.8,45,2.55,2.54,Estimated,Middle East,Yemen,T-,O,3,24,353,2740,2.7,,16.3,2.6,16,,,3.9,,Volcanic,,,,VDMc = 3.9; Estimated NDIR,,0,0,0,0,0,0,0,0,0,0,0
2463,6326,505,FN-Q13,-3.8818,327.5398,2.55,0.75,K-Ar,Atlantic Ocean,Brazil,T+;Tv,R,5,19,172.6,1455,2,5,20.2,1.3,6,9.938301078,,5.011722689,,Volcanic,Basalt,,"IRM-acquisition, backfield curves, hysteresis loops at room temperature and thermomagnetic curves (Bmax = 900mT, Tmax = 700 ◦C) using a Variable Field Translation Balance (VFTB)","Dating: Cordani, 1970",,0,1,1,1,1,0,0,0,0,1,5
2464,6327,505,FN-Q15,-3.8778,327.54,2.55,0.75,K-Ar,Atlantic Ocean,Brazil,T+;Tv,R,5,25.2,189.5,380,3.9,4,42.5,7.4,17,28.73663702,,10.21591241,,Volcanic,Basalt,,"IRM-acquisition, backfield curves, hysteresis loops at room temperature and thermomagnetic curves (Bmax = 900mT, Tmax = 700 ◦C) using a Variable Field Translation Balance (VFTB)","Dating: Cordani, 1970",,0,0,1,1,1,0,0,0,0,1,4
2465,6328,505,FN-Q16,-3.8775,327.5315,2.55,0.75,K-Ar,Atlantic Ocean,Brazil,T+;Tv,R,5,13,171.6,730,2.8,4,28.2,2.3,8,13.22760982,,7.152703812,,Volcanic,Basalt,,"IRM-acquisition, backfield curves, hysteresis loops at room temperature and thermomagnetic curves (Bmax = 900mT, Tmax = 700 ◦C) using a Variable Field Translation Balance (VFTB)","Dating: Cordani, 1970",,0,0,1,1,1,0,0,0,0,1,4
2466,6329,505,FN-Q18,-3.8715,327.5653,2.55,0.75,K-Ar,Atlantic Ocean,Brazil,T+;Tv,N,6,5,7.3,168,5.2,1,38.8,,,,,10.00492634,,Volcanic,Basalt,,"IRM-acquisition, backfield curves, hysteresis loops at room temperature and thermomagnetic curves (Bmax = 900mT, Tmax = 700 ◦C) using a Variable Field Translation Balance (VFTB)","Dating: Cordani, 1970",,0,0,1,1,1,0,0,0,0,1,4
2467,6330,505,FN-Q19,-3.8715,327.5653,2.55,0.75,K-Ar,Atlantic Ocean,Brazil,T+;Tv,N,6,3.8,7.2,177,5.1,4,41.1,1.9,4,7.472814351,,10.61080018,,Volcanic,Basalt,,"IRM-acquisition, backfield curves, hysteresis loops at room temperature and thermomagnetic curves (Bmax = 900mT, Tmax = 700 ◦C) using a Variable Field Translation Balance (VFTB)","Dating: Cordani, 1970",,0,0,1,1,1,0,0,0,0,1,4
2468,6331,505,FN-Q20,-3.8715,327.5653,2.55,0.75,K-Ar,Atlantic Ocean,Brazil,T+;Tv,N,6,5.4,14.1,705,2.5,6,34.4,0.6,1,2.595805031,,8.866129967,,Volcanic,Basalt,,"IRM-acquisition, backfield curves, hysteresis loops at room temperature and thermomagnetic curves (Bmax = 900mT, Tmax = 700 ◦C) using a Variable Field Translation Balance (VFTB)","Dating: Cordani, 1970",,0,1,1,1,1,0,0,0,0,1,5
2469,6332,505,FN-Q21,-3.8688,327.5722,2.55,0.75,K-Ar,Atlantic Ocean,Brazil,T+;Tv,N,5,-5.4,355.3,440,3.7,5,24.6,1.9,7,11.94136342,,6.340313872,,Volcanic,Basalt,,"IRM-acquisition, backfield curves, hysteresis loops at room temperature and thermomagnetic curves (Bmax = 900mT, Tmax = 700 ◦C) using a Variable Field Translation Balance (VFTB)","Dating: Cordani, 1970",,0,1,1,1,1,0,0,0,0,1,5
2470,6333,505,FN-Q22,-3.8535,327.5557,2.55,0.75,K-Ar,Atlantic Ocean,Brazil,T+;Tv,N,6,-13.2,355,130,5.9,3,35.8,0.6,1,2.901509617,,9.074926377,,Volcanic,Basalt,,"IRM-acquisition, backfield curves, hysteresis loops at room temperature and thermomagnetic curves (Bmax = 900mT, Tmax = 700 ◦C) using a Variable Field Translation Balance (VFTB)","Dating: Cordani, 1970",,0,0,1,1,1,0,0,0,0,1,4
2471,6334,505,FN-Q24,-3.8565,327.5554,2.55,0.75,K-Ar,Atlantic Ocean,Brazil,T+;Tv,N,5,-13.6,352.1,435,3.7,3,32.1,2.6,8,14.09614446,,8.12701312,,Volcanic,Basalt,,"IRM-acquisition, backfield curves, hysteresis loops at room temperature and thermomagnetic curves (Bmax = 900mT, Tmax = 700 ◦C) using a Variable Field Translation Balance (VFTB)","Dating: Cordani, 1970",,0,0,1,1,1,0,0,0,0,1,4
2472,6324,505,FN-Q3,-3.813,327.61625,2.55,0.75,K-Ar,Atlantic Ocean,Brazil,T+;Tv,N,5,-31.9,8.4,77,9.4,2,9.6,0.6,6,12.29600411,,2.207307079,,Volcanic,Basalt,,"IRM-acquisition, backfield curves, hysteresis loops at room temperature and thermomagnetic curves (Bmax = 900mT, Tmax = 700 ◦C) using a Variable Field Translation Balance (VFTB)","Dating: Cordani, 1970",,0,0,1,1,1,0,0,0,0,1,4
2473,6325,505,FN-Q9,-3.8783,327.5422,2.55,0.75,K-Ar,Atlantic Ocean,Brazil,T+;Tv,R,6,20.1,170.4,276,4,5,24.4,1.1,4,6.952291262,,6.023830668,,Volcanic,Basalt,,"IRM-acquisition, backfield curves, hysteresis loops at room temperature and thermomagnetic curves (Bmax = 900mT, Tmax = 700 ◦C) using a Variable Field Translation Balance (VFTB)","Dating: Cordani, 1970",,0,1,1,1,1,0,0,0,0,1,5
2821,6678,513,TA11,-16.66,208.56,2.57,0.13,K-Ar,Pacific Ocean,French Polynesia,T+,R,7,22.6,173.4,,12.4,3,23.1,0.8,3,6.000164583,5.7,5.633051995,,Volcanic,Basalt,Lava Flow,,"Dating: Uto et al., submitted; ",,1,0,1,1,1,0,0,0,0,0,4
1191,1497,105,RK01,64.4,338.5,2.58,,GPTS,Atlantic Ocean,Iceland,T+,N,5,62.3,16.8,,1.7,3,99.2,18.6,19,33.43819788,16.9,16.4669807,,Volcanic,,Lava Flow,,,,0,0,0,1,0,0,0,0,0,0,1
1192,1498,105,RK04,64.4,338.5,2.58,,GPTS,Atlantic Ocean,Iceland,T+,T,5,-24,76,,4.6,5,16.6,6.9,42,72.03074185,4.1,4.01757609,,Volcanic,,Lava Flow,,,,0,0,0,1,0,0,0,0,0,0,1
1193,1499,105,RK09,64.4,338.5,2.58,,GPTS,Atlantic Ocean,Iceland,T+,R,4,-71.7,206.7,,1.6,1,16.2,,,,,2.384363303,,Volcanic,,Lava Flow,,,,0,0,0,1,0,0,0,0,0,0,1
1194,1500,105,RK14,64.4,338.5,2.58,,GPTS,Atlantic Ocean,Iceland,T+,R,5,-79.9,173.5,,2.9,4,22.3,6.6,30,51.03386304,3.1,3.013427797,,Volcanic,,Lava Flow,,,,0,0,0,1,0,0,0,0,0,0,1
1195,1501,105,RK16,64.4,338.5,2.58,,GPTS,Atlantic Ocean,Iceland,T+,R,5,-76.6,176.3,,3,3,12.9,3.1,24,43.71965748,1.9,1.797303089,,Volcanic,,Lava Flow,,,,0,0,0,1,0,0,0,0,0,0,1
1196,1502,105,RK17,64.4,338.5,2.58,,GPTS,Atlantic Ocean,Iceland,T+,R,4,-82.6,141.9,,2.8,2,19.4,5.4,28,59.13279727,,2.570044108,,Volcanic,,Lava Flow,,,,0,0,0,1,0,0,0,0,0,0,1
1197,1503,105,RK18,64.4,338.5,2.58,,GPTS,Atlantic Ocean,Iceland,T+,R,4,-74.4,136.3,,2.1,2,26.6,0.5,2,3.685393578,4,3.79412354,,Volcanic,,Lava Flow,,,,0,0,0,1,0,0,0,0,0,0,1
1198,1504,105,RK22,64.4,338.5,2.58,,GPTS,Atlantic Ocean,Iceland,T+,R,4,-81.4,186.8,,4.5,2,42.2,10.5,25,51.95351117,5.8,5.636431853,,Volcanic,,Lava Flow,,,,0,0,0,1,0,0,0,0,0,0,1
1199,1505,105,RK23,64.4,338.5,2.58,,GPTS,Atlantic Ocean,Iceland,T+,R,5,-84.3,202,,4.8,5,38.1,7.4,19,30.66253929,5.1,4.998625911,,Volcanic,,Lava Flow,,,,0,0,0,1,0,0,0,0,0,0,1
1200,1506,105,RK24,64.4,338.5,2.58,,GPTS,Atlantic Ocean,Iceland,T+,R,5,-81,139.3,,4.5,4,32.1,3.8,12,19.30303089,4.5,4.300131409,,Volcanic,,Lava Flow,,,,0,0,0,1,0,0,0,0,0,0,1
1656,2107,143,WK02,64.2,338.7,2.581,,GPTS,Atlantic Ocean,Iceland,T+,T,5,-3.6,74.3,168,6.3,2,20.6,1.1,5,10.49462162,,5.3,,Volcanic,,Lava Flow,,Duplicates Ref105; Specifically targets transitional flows,Southwestern Iceland,1,0,1,1,0,0,0,0,0,1,4
1657,2108,143,WK03,64.2,338.7,2.581,,GPTS,Atlantic Ocean,Iceland,T+,T,3,-7.9,71.2,231,8.1,3,20,2.2,11,19.23312078,,5.1,,Volcanic,,Lava Flow,,Duplicates Ref105; Specifically targets transitional flows,Southwestern Iceland,1,0,1,1,1,0,0,0,0,0,4
1658,2109,143,WK04,64.2,338.7,2.581,,GPTS,Atlantic Ocean,Iceland,T+,T,4,-18.7,74.5,85,8.8,3,13.5,3,22,40.12866091,,3.4,,Volcanic,,Lava Flow,,Duplicates Ref105; Specifically targets transitional flows,Southwestern Iceland,1,0,1,1,1,0,0,0,0,0,4
1659,2110,143,WK06,64.2,338.7,2.581,,GPTS,Atlantic Ocean,Iceland,T+,T,8,4.3,75.1,78,8.9,3,14,2.3,16,29.09187856,,3.6,,Volcanic,,Lava Flow,,Duplicates Ref105; Specifically targets transitional flows,Southwestern Iceland,1,0,1,1,0,0,0,0,0,1,4
1660,2111,143,WK10,64.2,338.7,2.581,,GPTS,Atlantic Ocean,Iceland,T+,T,4,-12.1,68.2,594,5.1,1,8.8,,,,,2.2,,Volcanic,,Lava Flow,,Duplicates Ref105; Specifically targets transitional flows,Southwestern Iceland,1,0,1,1,0,0,0,0,0,0,3
3,3,2,Stepanavan,41,46,2.6,0.8,Stratigraphy,Europe,Armenia,T-,R,9,-49,173,,,9,45,21,46,72.07033171,5.7,8.807256761,,Volcanic,,,Near magnetite phase,VDMc = 8.8 ?,,,,,,,,,,,,
1771,2268,153,06 Gorisskaya,39.5,46.3,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,17,59,340,51,5,17,26,4.1,15,20.38319418,,4.504994479,,Volcanic,Tuff,Baked contact,,,,,,,,,,,,,,
1772,2269,153,07-08 Vididalsau,65.3,339.5,2.6,0.2,Stratigraphy,Atlantic Ocean,Iceland,T-,O,38,69,337,38,4,38,25,6.2,24,29.83649909,,3.804539025,,,,Baked contact,,,,,,,,,,,,,,
1773,2270,153,09 Zod,40.2,45.9,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,6,54,353,27,13,5,25,4.5,17,28.31666404,,4.612881703,,Volcanic,Basalt,,,,,,,,,,,,,,,
1774,2271,153,10 Zod,40.2,45.9,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,12,54,354,37,7,9,26,3,11,16.16610167,,4.797396972,,Volcanic,Andesite,,,,,,,,,,,,,,,
1775,2272,153,11 Zod,40.2,45.9,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,12,51,352,46,6,11,27,6.6,24,33.91934403,,5.164085076,,Volcanic,Dacite,,,,,,,,,,,,,,,
1776,2273,153,12 Zod,40.2,45.9,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,13,-53,173,42,6,13,30,7.2,24,32.47897795,,5.603093174,,Volcanic,Andesite,,,,,,,,,,,,,,,
1777,2274,153,13 Sevan,40.2,45.7,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,36,-58,174,45,4,34,34,5.8,17,20.57881956,,5.967175349,,Volcanic,Ignimbrite,,,,,,,,,,,,,,,
1778,2275,153,14-15 Manicharskii,40.3,45.1,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,43,-61,175,71,3,44,36,6.6,18,21.6714838,,6.078171294,,,,Baked contact,,,,,,,,,,,,,,
1779,2276,153,16 Manicharskii,40.3,45.1,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,27,-61,172,51,4,30,37,5.5,14,18.10350008,6.3,6.247009385,,Volcanic,Andesite,,,,,,,,,,,,,,,
1780,2277,153,17 Manicharskii,40.3,45.1,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,19,-60,170,35,6,19,37,8.7,23,30.29212417,,6.328686284,,Volcanic,Andesite,,,,,,,,,,,,,,,
1781,2278,153,18 Manicharskii,40.3,45.1,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,16,-60,171,44,6,19,37,4.4,11,15.12678098,,6.328686284,,Volcanic,Andesite,,,,,,,,,,,,,,,
1782,2279,153,19 Manicharskii,40.3,45.1,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,13,-58,173,41,7,16,37,8,21,28.36023259,,6.493690821,,Volcanic,Andesite,,,,,,,,,,,,,,,
1783,2280,153,20-21 Manicharskii,40.3,45.1,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,43,-54,164,53,3,48,36,6.9,19,22.51899504,,6.642549653,,,,Baked contact,,,,,,,,,,,,,,
1784,2281,153,22-23 Manicharskii,40.3,45.1,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,38,-51,165,38,3,40,37,6.3,17,20.26183038,,7.076709179,,,,Baked contact,,,,,,,,,,,,,,
1785,2282,153,26-30 Khot,39.4,46.2,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,58,-56,172,645,3,48,49,6.9,14,16.4931117,,8.820148198,,Volcanic,Andesite,,,,,,,,,,,,,,,
1786,2283,153,31 Yerevan,40.2,44.5,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,20,-56,176,64,4,18,50,4.2,8,10.72489725,,9.000151222,,Volcanic,Dolerite,,,VDMc,,,,,,,,,,,,
1787,2284,153,32-33 Yerevan,41,44.5,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,20,-55,163,33,6,18,50,8.5,16,21.85741477,,9.112938837,,,,Baked contact,,VDMc,,,,,,,,,,,,
1788,2285,153,34 Yerevan,41,44.5,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,12,-46,170,35,7,12,51,3.5,6,9.195699308,,10.31662681,,Volcanic,Basalt,,,VDMc,,,,,,,,,,,,
1789,2286,153,35 Yerevan,41,44.5,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,10,-56,172,30,9,10,51,3.2,6,8.618031739,,9.180154246,,Volcanic,Basalt,,,VDMc,,,,,,,,,,,,
1790,2287,153,36 Yerevan,41,44.5,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,6,-56,173,19,16,6,50,4.9,9,14.66517094,,9.000151222,,Volcanic,Basalt,,,VDMc,,,,,,,,,,,,
1791,2288,153,37-38 Yerevan,41,44.5,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,16,-55,175,36,6,15,50,3.9,7,10.16730275,,9.112938837,,Volcanic,Tuff,Baked contact,,VDMc,,,,,,,,,,,,
1792,2289,153,39-40 Yerevan,41,44.5,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,10,-56,176,31,9,10,51,6.3,12,17.05263774,,9.180154246,,,,Baked contact,,VDMc,,,,,,,,,,,,
1793,2290,153,41-42 Yerevan,41,44.5,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,12,-55,175,31,8,12,52,3.5,6,9.018207036,,9.47745639,,,,Baked contact,,VDMc,,,,,,,,,,,,
1794,2291,153,43 Yerevan,41,44.5,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,8,-52,174,28,12,8,51,2.8,5,7.794745414,,9.640002823,,Volcanic,Dolerite,,,VDMc,,,,,,,,,,,,
1795,2292,153,44 Yerevan,41,44.5,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,7,-57,179,19,14,7,50,2.6,5,7.544057405,,8.887541998,,Volcanic,Dolerite,,,VDMc,,,,,,,,,,,,
1796,2293,153,45 Yerevan,41,44.5,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,5,-49,170,32,17,5,51,4.5,8,13.65816222,,9.981557662,,Volcanic,Dolerite,,,VDMc,,,,,,,,,,,,
1797,2294,153,46 Yerevan,41,44.5,2.6,1.2,Stratigraphy,Europe,Armenia,T-,O,8,-56,179,35,9,11,51,3.3,6,8.770451413,,9.180154246,,Volcanic,Dolerite,,,VDMc,,,,,,,,,,,,
2550,6585,512,0781a088010,20,147,2.6,0.1,GPTS,Pacific Ocean,,T+,O,,,,,,1,57.1,,,,,,12.7,Volcanic,Glass,Lava Flow,,VADM; Berggren et al. 1995; supersedes ref. 146,,1,0,0,1,0,0,0,0,1,0,3
2822,6715,513,RT05,-16.85,208.63,2.61,,Estimated,Pacific Ocean,French Polynesia,LTD-DHT-S,N,6,51.7,2.7,,3,1,5.2,,,,,0.98640542,,Volcanic,Basalt,Lava Flow,,,,0,0,1,1,1,0,0,0,0,0,3
2823,6679,513,RT12m,-16.81,208.61,2.61,0.03,K-Ar,Pacific Ocean,French Polynesia,LTD-DHT-S,N,7,-39.2,7.3,,2,6,8.7,1,11,17.23730549,,1.882853132,,Volcanic,Basalt,Lava Flow,,"Dating: Uto et al., submitted; ",,1,1,1,1,1,0,0,0,0,0,5
3249,8645,649,C2,37.65,358.8,2.61,0.32,Estimated,Europe,Spain,T+,R,9,-48.5,198.2,111.5,4.9,2,39.8,,,,,7.833525749,,Volcanic,basaltic-alkaline,Lava Flow,magnetite+maghemite,Not accepted in paper,Southeast Spain,0,0,0,1,0,0,0,0,0,1,2
2824,6680,513,RT03,-16.86,208.585,2.65,0.03,K-Ar,Pacific Ocean,French Polynesia,LTD-DHT-S,N,6,-26.4,1.3,,4.6,2,16.1,1.7,10,20.92048727,3.9,3.842362226,,,,,,"Dating: Uto et al., submitted; ",,1,0,1,1,1,0,0,0,0,0,4
2825,6681,513,RT18m,-16.85,208.64,2.67,0.03,K-Ar,Pacific Ocean,French Polynesia,T+,N,6,-24.7,14.3,,4.9,4,9,1.1,11,19.94309743,,2.169628069,,Volcanic,Basalt,Lava Flow,,"Dating: Uto et al., submitted; ",,1,0,1,1,1,0,0,0,0,0,4
541,768,62,U002,64.9,344.7,2.7,1,Stratigraphy,Atlantic Ocean,Iceland,S,N,,73.8,26.4,,,1,42.3,,,,,6.074411259,,Volcanic,,Lava Flow,,,,0,0,0,1,1,0,0,0,0,0,2
542,769,62,U009,64.9,344.7,2.7,1,Stratigraphy,Atlantic Ocean,Iceland,S,N,,83.1,349,,,1,54.9,,,,,7.250525298,,Volcanic,,Lava Flow,,,,0,0,0,1,1,0,0,0,0,0,2
543,770,62,U012,64.9,344.7,2.7,1,Stratigraphy,Atlantic Ocean,Iceland,S,N,,80.2,334.4,,,1,91.2,,,,,12.29377367,,Volcanic,,Lava Flow,,,,0,0,0,1,1,0,0,0,0,0,2
544,771,62,U013,64.9,344.7,2.7,1,Stratigraphy,Atlantic Ocean,Iceland,S,N,,76,344.3,,,1,110,,,,,15.42095758,,Volcanic,,Lava Flow,,,,0,0,0,1,1,0,0,0,0,0,2
